Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Sudan,SDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,1451.39624,1470.530273,1469.777466,1780.383545,1900.490356,2245.953125,2685.498779,627.3396606,599.9625854,485.285614,598.4122925,..,..
Suriname,SUR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5720.949974,5467.871009,4497.994185,5328.550069,6152.582916,6773.870507,7242.759398,3933.50065,3613.770349,4653.577375,4748.672079,3156.88893,3132.674475,..,..
Sweden,SWE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,39718.7948,45188.85553,51652.81811,49429.39237,52089.63528,51104.43077,43373.54543,43610.1867,45639.94056,46269.20867,44558.12293,45322.00707,51830.62661,..,..
Switzerland,CHE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,55813.21022,63191.04315,70650.7603,68518.98936,69446.63099,68999.91811,66347.41616,63668.84894,63071.25022,63208.82709,62588.33618,62971.41617,69631.65824,..,..
Syrian Arab Republic,SYR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8982.064937,9692.493899,2191.105299,1505.904348,799.0712584,901.0536869,729.2215636,582.9420374,764.1230845,984.9825548,1005.344453,479.3055797,..,..,..
Tajikistan,TJK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,741.826426,767.8384217,883.2219751,1034.250357,1120.975701,1169.443656,1029.792257,842.6704883,897.2774091,879.762205,891.0495738,850.7943696,908.5789359,..,..
Tanzania,TZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,573.421936,590.6586914,597.9818726,629.6608887,745.8640137,820.1409912,776.3251343,794.6719971,837.1895142,895.0131226,953.7161865,938.8400879,971.6200562,..,..
Thailand,THA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3291.450426,3939.985541,4297.934477,4432.884851,4545.1396,4414.577523,4349.372479,4506.620698,4972.562722,5459.504922,5929.27341,5441.477226,5393.014574,..,..
Timor-Leste,TLS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,1341.249874,1217.249543,1241.932604,1022.910617,1406.78611,1201.193465,417.8528746,..,..
Togo,TGO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,432.3898892,424.5348239,468.3321671,405.8366069,475.3310796,508.4966097,476.9920408,669.4150727,693.1036587,774.1827004,769.8722039,786.0325298,832.3096128,..,..
Tonga,TON,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2769.194109,3225.14881,3620.136439,4115.879612,3944.054319,3796.402783,3788.995146,3649.471428,4143.648058,4503.783724,4809.504981,4551.759289,4284.021861,..,..
Trinidad and Tobago,TTO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,9958.838487,11680.76572,10886.18161,12059.24105,13773.05044,15701.42366,16451.3873,14102.53271,14519.08836,13749.06502,13523.1394,12394.72863,15142.81689,..,..
Tunisia,TUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3059.180532,3274.44621,3334.694997,3220.765096,3324.960121,3531.509593,3310.484382,3211.36263,3021.434457,3052.033663,2994.614567,2982.867852,3285.419777,..,..
Turkiye,TUR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7429.972224,8905.316612,9534.737344,9895.728768,10665.1872,10269.29341,9294.272812,9193.574206,8921.21122,8063.601198,7621.523127,7197.801955,..,..,..
Turkmenistan,TKM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2525.469192,2680.162775,3062.072637,..,..,..,..,..,..,4388.051047,5005.010907,..,..,..,..
Turks and Caicos Islands,TCA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,21872.74059,23359.89885,24479.77293,22736.50423,23373.04521,24053.09356,17787.33535,18783.46716,..,..
Tuvalu,TUV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,636.3101272,653.0955663,639.7257902,568.6087492,594.6382403,668.0269268,657.8987849,568.8978143,589.1034517,612.6487904,624.8227978,636.5044462,654.1257564,..,..
Ukraine,UKR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2021.95105,2436.327393,2911.00708,3354.851318,3474.398926,2608.805908,1908.153442,1884.498535,2310.200928,2690.029785,3197.591553,3279.912598,3918.818359,..,..
United Arab Emirates,ARE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,32273.1224,37615.07529,43434.61702,45968.15224,46197.41041,46014.76242,39877.41804,38136.52009,38984.69671,41349.34596,40195.69186,33903.43422,..,..,..
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,32299.43394,33571.19931,35752.9582,35519.33019,36085.94595,39539.1165,37441.02842,34104.35681,34065.89103,36072.66321,..,..,..,..,..
United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,39149.31115,41128.27455,42673.67929,44760.64515,45715.10837,47633.25178,49077.96634,49564.35198,51472.05801,53858.12998,55620.4039,53872.1531,59006.35854,..,..
Uruguay,URY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8967.094027,11308.97784,13377.31684,13468.91506,15370.21844,15010.86559,14193.59504,15101.85091,16722.18288,16601.63337,15913.77644,13782.90335,14718.58787,..,..
Uzbekistan,UZB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,974.8562362,1441.565399,1667.130847,1846.513676,2003.062648,2239.184568,2416.422237,2358.76136,1651.417158,1303.397179,1473.215641,1422.760022,1457.846759,..,..
Vanuatu,VUT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2233.925355,2470.055926,2804.422824,2591.608707,2741.092639,2771.329735,2568.121145,2695.370783,2892.488024,3029.919296,3213.102809,3045.286219,3159.757428,..,..
"Venezuela, RB",VEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,9434.800587,11022.35981,8367.275374,9824.771469,9236.170428,11724.28452,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,935.3948592,1318.759792,1527.122971,1725.808355,1888.890552,2051.713748,2079.359058,2203.400769,2375.675912,2612.747342,2788.685752,2898.327793,2992.415375,..,..
Virgin Islands (U.S.),VIR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,741.2167997,857.1108131,889.4932089,1019.784909,1172.308931,1215.004171,1250.517222,927.1029832,770.6079053,601.5411983,..,..,..,..,..
Zambia,ZMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,833.9740001,986.1610108,1169.48492,1329.507915,1394.072511,1361.683462,1040.468773,979.9608635,1129.386356,1134.046099,1003.095119,693.4253618,610.5562004,..,..
Zimbabwe,ZWE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,563.2620761,701.6964226,765.5660014,938.1854174,1082.237729,1055.123316,1069.742692,1071.235676,903.8725748,1982.943538,1224.803942,1171.848837,1490.550309,..,..
Africa Eastern and Southern,AFE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1068.49685,1220.233998,1323.053048,1326.057821,1310.155272,1326.712853,1222.007579,1154.554761,1298.116409,1241.674597,1212.689013,1098.092611,1214.873282,..,..
Africa Western and Central,AFW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1138.739925,1250.203273,1344.995067,1451.219388,1642.527119,1797.193227,1553.654158,1366.270211,1286.956899,1382.675005,1412.167673,1374.44486,1393.442318,..,..
Arab World,ARB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4575.864692,5202.451087,5351.763026,5788.839786,5816.731123,5871.906568,5219.88246,5132.950125,5138.894119,5327.295739,5301.294209,4727.762086,..,..,..
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8677.583309,8665.255673,8499.347943,9059.007495,9209.118011,9528.969153,9889.579326,9177.220556,9504.816611,9788.295055,10196.66635,8283.765791,9058.680872,..,..
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,9929.149916,10077.57184,11084.17538,10467.65193,10990.00024,11396.16724,10097.28415,10304.30737,11533.5745,13058.13509,13314.35605,13274.34528,15319.96275,..,..
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2070.910642,2464.970052,2643.938507,2724.822175,2730.656109,2798.93097,2688.043005,2745.591853,2919.402484,2891.131767,2922.45618,2694.661955,3041.916262,..,..
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5184.629061,5986.469463,6799.363068,7320.094316,7298.537233,7486.585191,7397.909044,7627.383809,8093.746465,8638.066898,8737.308827,8599.572757,9664.180401,..,..
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2625.299142,3082.255212,3620.330159,4095.994916,4430.338044,4770.283823,4922.258584,5007.132002,5443.111633,5934.737592,6079.942545,6050.605923,7080.902082,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2655.776306,3117.915918,3662.05736,4142.982763,4480.938638,4824.563115,4978.092115,5063.757388,5504.46453,6001.478551,6148.208803,6118.486491,7160.38863,..,..
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,31611.57298,30900.37952,33434.75858,30824.64192,32097.60699,32771.41068,28096.59119,28850.64651,30508.44703,32968.32979,32110.5283,30623.6473,34451.57555,..,..
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,18994.83458,19493.77089,21486.39796,20576.4242,21396.73051,21614.421,18547.00128,18419.50613,19460.52833,20717.63649,20309.54983,19438.52465,21931.44473,..,..
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4116.337567,4874.280252,5436.629427,5755.152653,6267.3958,5961.623603,5245.090533,4947.918314,4989.39803,4810.171584,4834.144878,4671.314552,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5676.91042,6705.678485,8044.446922,8395.367882,8830.33393,8287.290101,6544.890829,6229.585986,6910.117113,7095.94233,7193.616683,6867.026096,7666.670657,..,..
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,27621.16929,27268.54019,29591.54758,27395.51413,28581.833,29201.05255,25113.55689,25766.30965,27375.64231,29638.22459,28979.73208,27868.02258,31500.96096,..,..
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1616.66073,1826.642034,1603.654732,1797.17088,1833.209912,1916.441637,1573.672717,1452.537841,1484.780828,1498.698365,1535.783125,1419.44221,1416.945612,..,..
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,610.5884772,631.851097,680.9928168,694.8320262,761.1390691,817.0856994,781.977019,803.0899886,861.6494394,801.108522,813.2308948,797.5349845,824.7299645,..,..
